frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
72,2,2,2,2,2,5,3,3,3,4,4,4,6,6,6
73,6,4,4,3,6,6,5,5,5,3,5,5,3,0,0
74,0,0,5,6,1,1,3,3,3,2,2,2,7,3,3
75,3,3,0,7,0,0,0,2,2,3,3,3,4,4,4
76,3,3,0,1,1,1,4,4,4,2,5,5,3,3,3
77,3,0,0,2,2,2,1,1,4,2,4,4,6,1,1
78,1,1,3,5,6,6,6,6,6,4,6,6,7,7,7
79,4,4,4,6,4,4,0,0,3,1,1,2,3,3,3
80,2,2,2,1,1,5,2,2,2,4,6,6,1,1,7
81,1,1,3,5,5,5,5,5,5,4,4,6,4,6,6
82,6,4,4,4,1,1,6,6,6,6,1,1,4,4,6
83,4,4,4,7,7,7,1,1,1,4,4,4,4,4,3
84,4,4,2,4,4,4,7,0,0,3,5,5,2,2,2
85,4,1,1,1,5,5,4,4,5,3,5,5,1,1,7
86,5,6,6,0,0,2,3,3,3,2,2,2,3,3,3
87,4,4,2,2,2,2,0,0,2,4,6,6,2,2,2
88,1,1,1,3,3,3,2,2,4,5,5,5,3,3,0
89,3,3,4,6,1,1,5,5,5,2,2,4,2,2,4
90,3,4,4,2,2,2,1,1,1,7,7,3,5,6,6
91,7,0,0,0,0,0,0,3,3,1,3,3,4,6,6
92,0,0,3,0,0,2,7,0,0,1,3,3,3,3,4
93,1,3,3,3,3,6,1,4,4,4,4,4,5,6,6
94,6,6,4,1,7,7,5,5,0,2,2,2,0,0,1
95,4,4,1,0,0,3,2,4,4,4,6,6,1,1,7
96,2,7,7,2,2,2,3,3,3,2,2,2,7,3,3
97,4,4,2,1,5,5,0,0,0,4,4,4,4,6,6
98,1,1,3,6,1,1,3,3,3,5,4,4,5,5,5
99,0,0,3,0,0,2,5,5,1,2,2,4,6,6,1
100,4,4,4,3,6,6,0,2,2,1,3,3,0,0,1
101,4,2,2,1,1,1,4,4,6,5,5,5,3,3,3
102,3,3,0,1,5,5,3,7,7,1,1,3,1,1,2
103,4,1,1,3,3,3,4,4,5,0,1,1,3,3,4
104,1,3,3,3,3,3,6,6,5,3,5,5,4,4,6
105,1,1,1,5,6,6,6,6,5,2,2,4,1,1,7
106,3,3,0,6,6,1,7,0,0,5,5,5,3,4,4
107,1,3,3,1,1,5,6,5,5,6,1,1,1,1,2
108,7,0,0,4,1,1,5,5,1,2,5,5,5,5,5
109,2,7,7,2,5,5,0,0,0,1,1,3,5,5,5
110,0,0,5,1,1,7,0,2,2,2,2,5,6,6,1
111,4,2,2,3,3,3,1,1,4,2,2,5,4,6,6
112,3,0,0,1,7,7,3,3,3,6,6,0,2,2,0
113,4,4,2,3,3,3,4,6,6,6,6,0,2,2,4
114,1,1,1,6,1,1,0,0,0,1,2,2,6,6,6
115,5,6,6,4,4,4,6,6,6,3,3,5,5,5,5
116,2,2,2,1,5,5,5,5,0,1,1,3,5,5,5
117,5,5,5,6,6,1,0,0,0,4,4,6,4,3,3
118,2,2,2,5,5,5,2,2,2,3,3,3,0,0,1
119,0,5,5,7,7,7,0,3,3,5,5,5,1,7,7
120,4,4,2,6,1,1,5,5,0,7,7,7,0,0,0
121,5,5,5,7,7,0,0,3,3,5,5,7,4,4,4
122,0,0,3,4,4,4,1,4,4,7,7,7,0,0,0
123,0,5,5,5,5,0,3,3,3,4,6,6,5,5,6
124,4,4,1,6,6,4,2,2,2,5,5,5,3,3,4
125,4,4,1,0,3,3,6,6,6,1,1,2,2,0,0
126,1,3,3,0,0,3,4,5,5,5,5,7,6,2,2
127,6,6,4,5,6,6,3,3,3,3,3,3,5,6,6
128,1,3,3,3,6,6,4,4,5,5,4,4,5,5,5
129,3,3,0,6,6,1,0,2,2,7,3,3,3,3,3
130,1,3,3,0,0,3,6,6,6,0,0,0,4,4,4
131,2,7,7,1,1,7,0,0,2,0,0,0,0,0,0
132,5,5,5,7,7,0,4,4,6,5,5,5,1,1,2
133,7,7,7,0,3,3,0,0,2,5,5,7,6,6,6
134,7,7,0,3,3,6,2,2,4,6,6,6,4,4,4
135,3,3,4,5,5,0,2,2,2,1,2,2,0,1,1
136,2,2,2,0,0,3,6,5,5,3,3,3,2,4,4
137,4,4,4,0,0,0,0,2,2,7,3,3,3,3,3
138,5,5,6,6,4,4,7,7,7,6,6,1,7,7,3
139,4,4,1,0,0,2,4,5,5,1,2,2,4,4,4
140,7,7,7,5,5,6,0,0,0,1,2,2,4,4,4
141,7,7,0,4,4,1,6,6,6,4,4,4,2,0,0
142,7,0,0,4,4,4,3,7,7,0,1,1,3,3,0
143,7,7,0,2,2,5,2,2,2,4,4,4,6,2,2
144,3,4,4,3,3,6,2,2,4,2,2,4,7,7,3
145,2,7,7,6,6,6,0,0,0,6,6,1,0,0,0
146,5,5,5,0,0,0,2,4,4,4,6,6,4,4,4
147,4,4,2,4,4,4,5,0,0,2,2,4,6,6,6
148,2,2,7,3,3,3,0,3,3,6,0,0,2,0,0
149,5,6,6,7,7,7,0,2,2,4,4,6,7,7,3
150,0,0,3,6,6,4,0,0,3,7,3,3,2,2,0
151,5,5,6,6,4,4,0,3,3,2,2,5,3,3,3
152,5,6,6,6,6,1,5,1,1,3,0,0,1,1,7
153,2,2,2,1,1,5,1,1,1,7,3,3,6,2,2
154,7,7,0,4,4,4,0,0,0,3,3,0,3,0,0
155,3,0,0,7,7,0,0,0,0,1,1,3,2,2,2
156,1,3,3,6,1,1,3,3,3,5,5,4,3,3,3
157,5,5,5,3,3,3,2,2,2,5,5,4,6,6,6
158,0,5,5,0,0,3,4,4,5,7,3,3,1,1,2
159,0,0,5,0,0,2,2,4,4,1,2,2,7,3,3
160,5,5,5,5,6,6,6,6,6,5,5,5,7,7,3
161,5,5,5,0,0,3,2,2,2,4,6,6,0,0,0
162,3,3,3,6,6,1,1,1,1,6,6,1,4,4,4
163,0,5,5,7,0,0,6,6,5,4,6,6,2,4,4
164,4,4,4,3,3,6,4,4,4,4,4,6,4,4,4
165,7,0,0,0,0,2,3,3,7,1,1,1,3,3,3
166,1,1,1,7,7,0,5,5,1,4,6,6,3,3,4
167,2,2,2,6,6,6,2,2,2,6,1,1,6,6,2
168,3,3,4,2,2,5,5,5,5,1,1,1,5,6,6
169,3,0,0,0,0,3,1,1,1,6,6,6,6,6,6
170,6,6,6,1,1,7,5,0,0,6,1,1,6,2,2
171,3,3,4,0,0,3,0,0,0,6,6,6,5,6,6
172,1,1,1,1,1,7,6,6,6,3,3,5,5,5,5
173,2,2,2,1,7,7,1,1,1,5,5,7,0,5,5
174,2,2,2,4,4,4,6,6,6,3,3,3,4,4,4
175,6,6,6,7,7,0,0,0,0,1,3,3,2,0,0
176,6,6,6,1,1,7,6,6,6,4,4,6,0,0,0
177,5,5,6,1,5,5,5,5,0,1,1,2,0,0,0
178,1,3,3,4,4,4,5,0,0,5,5,5,5,6,6
179,7,7,0,3,6,6,2,4,4,1,1,1,5,5,5
180,4,1,1,3,3,3,0,3,3,3,5,5,3,4,4
181,3,0,0,4,4,4,2,2,2,3,3,3,4,4,4
182,2,2,7,1,7,7,3,3,3,6,1,1,2,0,0
183,2,2,7,6,1,1,3,3,3,1,1,3,1,7,7
184,5,5,6,2,2,2,4,4,5,1,2,2,5,5,5
185,5,5,6,1,7,7,3,3,7,2,2,5,3,3,3
186,0,0,5,1,1,5,0,0,2,4,6,6,1,2,2
187,6,6,6,4,4,4,1,4,4,2,5,5,3,3,4
188,5,5,5,6,1,1,5,5,5,4,4,4,5,6,6
189,2,2,2,0,0,3,7,7,0,4,4,4,7,7,7
190,4,1,1,1,5,5,0,2,2,2,4,4,1,1,1
191,3,3,4,4,4,1,2,4,4,0,0,2,6,6,2
192,5,5,5,6,1,1,2,4,4,3,3,3,0,0,1
193,3,3,3,4,4,1,3,7,7,6,0,0,4,4,4
194,1,1,1,4,1,1,7,7,7,6,1,1,0,0,0
195,0,3,3,1,1,5,5,5,5,6,6,0,0,0,0
196,2,7,7,1,7,7,5,5,5,3,3,5,5,5,6
197,3,3,3,3,3,3,0,0,0,4,6,6,6,6,1
198,2,7,7,3,3,6,3,3,3,6,0,0,1,1,1
199,6,6,6,3,3,3,5,5,5,1,1,3,4,4,4
200,2,2,2,7,7,7,5,5,1,6,6,6,0,0,0
201,7,0,0,2,2,5,3,3,7,4,4,6,4,4,6
202,1,1,3,2,2,2,6,6,5,3,3,0,2,2,0
203,1,1,1,2,2,5,7,0,0,7,7,3,7,3,3
204,1,1,1,5,6,6,7,7,0,4,6,6,2,4,4
205,5,5,5,3,3,6,4,6,6,5,4,4,5,6,6
206,1,1,3,0,2,2,6,5,5,1,2,2,0,0,0
207,3,4,4,6,1,1,2,2,2,6,1,1,3,4,4
208,7,7,0,3,3,6,4,5,5,0,0,1,6,6,6
209,6,4,4,1,1,5,6,6,5,6,6,6,3,3,4
210,3,4,4,4,1,1,2,2,4,5,5,4,4,4,4
211,6,4,4,5,6,6,5,1,1,6,1,1,1,1,7
212,6,6,6,6,4,4,5,0,0,2,2,4,0,0,0
213,2,2,2,2,2,2,6,6,6,4,4,6,4,6,6
214,2,2,7,4,4,4,2,4,4,5,7,7,4,4,4
215,7,0,0,6,4,4,0,0,0,7,7,3,3,3,4
216,3,3,0,1,5,5,6,6,6,1,1,1,5,5,6
217,2,2,2,1,1,1,6,6,6,3,3,3,3,3,3
218,7,0,0,7,7,7,0,0,2,4,4,6,2,4,4
219,3,3,4,4,4,4,0,0,3,4,4,4,3,3,3
220,4,4,2,5,5,6,5,5,5,4,4,4,2,4,4
221,6,6,6,0,0,2,2,2,4,0,0,0,0,5,5
222,7,7,7,1,5,5,0,2,2,6,0,0,2,0,0
223,1,3,3,4,4,4,5,0,0,0,1,1,4,4,4
224,0,3,3,2,2,2,4,6,6,6,6,0,1,1,2
225,2,7,7,4,4,4,5,5,5,3,3,5,1,7,7
226,1,3,3,4,4,4,0,0,2,6,6,1,1,2,2
227,3,0,0,0,3,3,0,0,3,6,6,6,2,2,0
228,4,2,2,4,4,4,1,1,4,3,0,0,4,4,4
229,4,4,4,5,6,6,6,6,6,6,0,0,0,1,1
230,1,1,1,5,5,5,0,2,2,2,2,2,3,3,4
231,5,5,5,0,3,3,4,5,5,2,5,5,7,3,3
232,5,6,6,4,4,1,3,7,7,2,2,4,0,1,1
233,2,2,2,6,6,4,5,5,1,1,1,2,0,0,0
234,3,0,0,1,1,7,1,4,4,4,6,6,1,1,7
235,1,3,3,3,3,3,0,0,0,2,4,4,0,0,0
236,2,7,7,2,2,2,4,4,5,2,2,5,5,5,5
237,1,3,3,6,6,4,1,4,4,4,6,6,0,5,5
238,4,4,2,1,1,1,6,6,5,6,0,0,4,4,6
239,4,1,1,5,0,0,0,0,2,2,5,5,0,0,1
240,6,6,4,4,4,4,7,7,7,5,5,7,3,3,0
241,4,2,2,2,2,2,2,2,2,3,3,5,0,5,5
242,2,2,2,3,6,6,7,0,0,6,6,1,1,7,7
243,5,5,6,2,2,5,3,3,3,6,6,6,1,2,2
244,4,4,4,4,4,4,0,3,3,4,6,6,2,4,4
245,7,7,7,3,6,6,5,0,0,4,4,4,4,4,4
246,1,3,3,6,6,6,0,0,0,4,4,4,6,2,2
247,2,2,2,2,2,5,5,0,0,2,5,5,2,0,0
248,1,1,1,1,7,7,3,3,3,2,4,4,3,3,3
249,0,0,3,6,6,4,0,0,0,0,2,2,0,0,0
250,0,0,0,4,1,1,5,5,5,2,5,5,0,0,1
251,2,7,7,1,7,7,5,5,1,4,6,6,6,6,2
252,3,4,4,1,1,1,6,5,5,4,4,6,3,3,3
253,0,5,5,2,5,5,2,2,2,4,4,4,4,4,4
254,7,7,0,1,1,5,6,6,6,5,5,5,4,4,4
255,5,6,6,4,4,1,5,5,1,3,3,0,4,4,4
256,5,5,5,6,6,6,2,2,2,4,4,4,5,6,6
257,0,0,3,7,7,7,2,2,2,3,3,3,6,6,2
258,2,2,2,1,5,5,5,5,1,1,1,3,5,5,5
259,5,5,5,6,6,6,4,4,5,6,6,1,4,4,4
260,5,5,6,0,2,2,2,2,2,4,4,6,0,1,1
261,3,0,0,1,7,7,3,3,3,0,2,2,7,7,3
262,2,2,7,5,0,0,0,0,2,5,4,4,3,3,3
263,1,1,3,0,3,3,4,4,4,4,6,6,2,0,0
264,2,2,2,6,4,4,2,2,2,4,6,6,4,3,3
265,2,7,7,4,4,4,5,5,5,1,2,2,0,0,0
266,6,4,4,1,1,7,0,3,3,4,4,4,0,0,0
267,2,2,2,4,4,4,4,6,6,5,5,4,4,4,3
268,4,4,2,0,0,3,3,3,3,7,7,7,0,0,0
269,4,4,4,0,2,2,6,5,5,7,7,3,0,0,0
270,6,4,4,6,6,1,4,4,4,2,2,5,3,0,0
271,4,2,2,1,1,7,2,2,2,5,5,7,6,6,6
272,3,0,0,5,6,6,3,3,3,0,0,0,0,0,5
273,0,0,0,4,4,4,6,5,5,0,0,0,1,1,7
274,0,3,3,0,3,3,4,4,4,3,3,3,1,1,7
275,6,4,4,6,6,1,6,6,6,4,6,6,1,1,2
276,5,5,5,1,7,7,7,7,0,0,2,2,4,4,4
277,7,7,7,7,0,0,3,7,7,3,3,0,4,4,4
278,1,1,1,4,4,4,6,6,6,5,5,5,1,1,7
279,7,0,0,4,4,4,3,7,7,5,5,5,1,1,2
280,0,0,3,0,3,3,6,6,6,6,1,1,6,1,1
281,6,6,4,2,2,5,3,3,3,0,1,1,4,6,6
282,0,5,5,3,3,6,1,1,4,2,2,2,6,2,2
283,4,2,2,0,0,3,6,6,6,4,4,4,6,2,2
284,5,5,5,5,0,0,3,3,3,3,3,3,0,0,0
285,3,3,3,6,6,1,0,0,0,2,2,4,3,3,3
286,0,0,3,2,2,2,3,3,3,1,3,3,0,1,1
287,1,1,1,4,4,4,2,4,4,4,4,4,3,3,3
288,3,3,4,0,2,2,4,4,5,1,1,2,0,0,0
289,3,3,0,0,0,2,5,1,1,6,1,1,4,4,4
290,2,7,7,1,5,5,5,5,1,1,1,3,6,2,2
291,4,2,2,1,1,1,3,7,7,3,3,3,7,7,7
292,6,4,4,6,4,4,6,6,6,3,3,3,0,0,1
293,2,7,7,5,6,6,2,2,2,0,2,2,0,0,1
294,7,7,0,7,7,0,1,1,1,4,6,6,1,1,2
295,3,4,4,0,2,2,0,2,2,6,6,6,2,2,2
296,6,6,4,5,0,0,4,4,5,5,5,4,1,1,1
297,5,5,6,6,6,4,5,1,1,3,0,0,7,7,7
298,7,0,0,2,5,5,2,2,2,1,1,3,5,5,6
299,2,7,7,3,3,3,2,2,2,0,0,1,0,0,0
300,1,1,3,4,4,1,4,4,5,1,3,3,6,2,2
301,4,4,4,4,4,4,4,6,6,2,5,5,6,2,2
302,5,5,5,2,2,2,7,7,0,2,5,5,2,2,0
303,4,2,2,4,4,1,0,2,2,2,2,5,4,4,6
304,0,0,3,0,0,0,1,1,4,1,1,3,5,5,5
305,2,7,7,1,1,7,5,1,1,4,6,6,5,5,5
306,1,1,1,1,7,7,5,1,1,2,4,4,4,4,6
307,3,4,4,4,4,4,3,3,3,7,7,3,3,4,4
308,0,0,0,6,4,4,0,0,2,0,0,0,1,2,2
309,5,5,6,5,0,0,3,3,3,1,1,3,0,0,0
310,5,5,5,0,3,3,4,4,6,5,5,7,3,0,0
311,7,7,7,3,6,6,6,6,6,1,3,3,0,0,1
312,1,1,3,1,1,1,7,7,0,5,5,5,6,6,1
313,7,7,7,5,5,0,2,2,4,1,3,3,6,6,1
314,0,0,0,5,5,6,5,5,0,0,2,2,3,4,4
315,2,7,7,7,7,0,3,3,3,5,5,5,4,4,6
316,0,3,3,7,7,7,2,2,2,5,4,4,0,0,0
317,4,4,1,3,3,3,4,4,4,4,4,4,3,3,3
318,0,0,3,4,4,4,0,2,2,5,7,7,0,0,5
319,2,2,2,5,0,0,7,0,0,4,6,6,6,2,2
320,1,3,3,6,6,6,7,0,0,4,4,6,1,1,7
321,3,3,0,0,3,3,0,0,3,7,7,3,4,3,3
322,0,5,5,4,4,1,6,5,5,4,6,6,0,5,5
323,6,6,4,4,1,1,6,6,6,2,5,5,7,7,7
324,1,1,1,5,6,6,2,2,4,4,4,6,3,0,0
325,2,7,7,1,1,1,1,1,1,2,4,4,4,4,4
326,0,5,5,7,7,0,4,6,6,3,3,3,2,2,0
327,7,0,0,3,6,6,3,3,3,6,6,1,2,4,4
328,2,2,7,2,2,5,1,4,4,0,0,2,4,4,4
329,3,3,4,0,0,2,2,2,2,6,1,1,4,6,6
330,4,4,1,5,5,5,0,2,2,3,3,5,5,5,5
331,2,2,7,3,3,3,1,1,4,7,7,7,2,2,4
332,1,1,1,5,5,0,6,6,6,4,4,4,5,5,5
333,5,5,6,5,5,5,0,0,0,4,4,4,0,0,0
334,5,6,6,6,6,4,0,3,3,4,6,6,3,3,4
335,6,6,6,5,5,5,3,3,3,1,1,3,5,5,5
336,2,2,2,6,6,4,3,3,7,1,2,2,5,5,5
337,7,0,0,1,1,1,3,7,7,4,4,6,7,7,7
338,7,0,0,6,6,6,0,3,3,6,0,0,2,4,4
339,4,4,1,2,2,5,2,2,2,7,7,3,0,0,5
340,3,4,4,0,0,2,1,1,1,3,3,0,1,2,2
341,3,3,3,5,0,0,2,2,2,5,5,5,4,4,4
342,6,6,6,1,1,7,4,4,4,7,7,7,3,3,0
343,1,1,3,4,1,1,4,4,6,3,3,0,4,4,4
344,0,3,3,5,6,6,0,0,0,3,0,0,3,3,0
345,0,0,3,5,0,0,0,0,0,0,2,2,5,5,5
346,0,0,5,7,7,0,7,0,0,4,4,4,7,7,3
347,6,6,6,1,7,7,4,5,5,2,5,5,1,1,7
348,2,7,7,6,6,4,5,0,0,0,0,0,0,0,0
349,4,4,4,1,1,5,6,6,6,4,4,4,3,3,0
350,2,2,7,6,4,4,4,4,5,7,3,3,5,5,5
351,0,5,5,5,5,6,3,3,3,1,1,3,6,6,2
352,1,1,1,6,4,4,2,4,4,5,5,4,1,7,7
353,2,2,2,2,2,2,4,4,6,0,0,2,7,7,7
354,1,1,1,1,1,1,3,3,3,5,4,4,6,2,2
355,2,2,7,2,5,5,4,4,6,4,4,6,0,5,5
356,3,4,4,5,5,5,5,5,0,0,0,1,5,6,6
357,7,7,7,3,3,6,4,4,4,3,3,3,1,1,1
358,7,7,7,4,4,4,3,7,7,2,2,4,4,4,4
359,4,2,2,7,0,0,4,6,6,4,4,6,3,4,4
360,2,7,7,7,7,0,4,4,4,4,6,6,3,3,0
361,0,5,5,2,2,5,1,1,1,5,5,5,1,1,1
362,3,0,0,5,6,6,3,3,7,1,2,2,1,1,7
363,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4
364,0,0,3,3,3,6,0,3,3,3,5,5,1,1,7
365,1,1,3,6,1,1,6,6,5,4,4,6,0,5,5
366,2,2,7,4,4,4,5,1,1,3,3,3,5,5,5
367,7,0,0,0,0,3,2,2,2,0,0,0,7,7,3
368,2,2,2,6,6,4,6,6,5,2,2,4,6,2,2
369,6,6,6,1,1,7,5,0,0,0,1,1,0,0,1
370,2,2,2,4,4,1,0,3,3,4,4,4,6,6,6
371,2,2,2,7,7,0,0,3,3,3,3,0,4,4,4
372,6,6,4,7,0,0,3,7,7,6,6,6,5,5,5
373,0,0,0,6,4,4,3,7,7,5,5,5,4,6,6
374,0,3,3,6,6,6,3,3,3,0,0,0,3,3,3
375,2,2,2,1,7,7,2,2,4,6,6,0,2,2,2
376,5,5,5,7,7,7,4,4,5,4,6,6,3,3,0
377,0,0,3,3,3,6,3,7,7,5,5,5,0,1,1
378,5,6,6,0,3,3,2,4,4,7,7,7,6,2,2
379,1,1,3,4,1,1,3,7,7,4,4,4,7,3,3
380,6,6,6,6,4,4,3,3,3,6,6,0,0,5,5
381,7,0,0,3,6,6,3,3,3,6,1,1,4,4,4
382,4,1,1,6,6,6,4,4,5,4,4,6,0,5,5
383,2,2,2,7,7,7,3,3,7,6,6,0,1,1,1
384,6,4,4,2,2,2,7,7,7,4,6,6,3,3,0
385,0,5,5,7,0,0,3,3,3,0,1,1,6,6,1
386,7,7,0,6,1,1,2,2,2,6,6,6,2,4,4
387,5,5,6,5,0,0,1,1,1,4,4,4,4,4,6
388,0,0,3,4,4,4,6,6,5,5,5,5,4,4,3
389,1,1,3,3,3,3,0,0,3,6,6,0,1,2,2
390,3,4,4,4,4,4,6,5,5,0,0,2,0,0,5
391,0,3,3,3,3,3,5,5,0,1,1,3,3,3,0
392,2,2,2,3,3,3,6,6,5,4,6,6,4,3,3
393,6,4,4,4,1,1,3,3,7,4,4,6,0,5,5
394,6,4,4,5,5,0,7,7,7,6,6,0,2,2,2
395,1,1,1,7,7,0,6,6,6,1,1,2,1,2,2
396,7,0,0,4,1,1,4,6,6,2,2,5,1,7,7
397,4,4,1,0,3,3,3,3,3,6,1,1,1,1,2
398,0,3,3,0,2,2,4,4,5,5,5,4,6,6,6
399,3,3,0,7,7,0,3,3,3,1,2,2,3,0,0
400,3,3,4,2,2,2,5,5,0,1,3,3,0,0,1
401,2,7,7,0,0,3,1,4,4,3,3,3,2,4,4
402,6,6,4,6,4,4,6,6,5,3,5,5,3,3,3
403,3,4,4,0,3,3,0,0,0,0,0,0,0,1,1
404,4,2,2,2,2,5,3,3,3,5,5,7,4,4,4
405,0,5,5,4,1,1,3,7,7,0,0,2,4,4,6
406,5,6,6,6,6,1,4,4,4,0,0,2,2,2,4
407,5,5,6,1,1,1,3,3,3,0,0,0,7,7,3
408,7,0,0,7,0,0,5,1,1,0,0,0,3,3,3
409,7,7,7,4,1,1,0,0,3,0,0,0,5,5,5
410,0,0,3,1,1,1,4,4,6,3,3,5,1,7,7
411,5,5,5,3,6,6,1,1,4,3,3,5,3,3,0
412,0,3,3,4,4,4,0,2,2,2,2,4,3,4,4
413,0,3,3,6,6,1,3,7,7,3,3,0,7,3,3
414,7,7,7,1,5,5,5,1,1,6,1,1,6,6,1
415,2,7,7,6,1,1,6,6,5,5,4,4,6,6,2
416,2,2,7,6,6,1,3,3,3,5,5,4,4,6,6
417,4,4,2,6,6,1,1,1,4,3,3,3,3,4,4
418,7,7,0,6,6,4,3,3,3,5,5,5,5,5,5
419,5,5,5,5,0,0,5,5,1,5,4,4,5,6,6
420,0,0,3,1,7,7,7,7,0,0,0,2,3,3,3
421,5,5,6,6,6,4,3,3,7,6,6,0,0,0,1
422,4,1,1,2,5,5,3,3,3,6,6,0,7,7,7
423,1,1,3,7,7,7,5,5,0,0,0,0,3,3,3
424,5,5,5,6,6,4,4,5,5,4,4,6,0,0,0
425,2,2,7,1,1,1,3,3,3,4,6,6,0,0,0
426,3,3,4,1,1,7,6,6,6,2,2,4,0,1,1
427,0,0,5,0,0,0,6,5,5,3,3,3,5,5,5
428,1,1,1,1,5,5,4,6,6,3,0,0,0,1,1
