frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
35,7,0,3,7,1,10,7,5,7,0,7,4,6,6,6
36,5,1,8,8,9,3,2,0,1,8,5,2,7,3,11
37,0,0,1,1,10,2,7,5,7,2,4,1,1,2,4
38,8,8,8,7,4,8,8,0,5,3,11,1,1,0,7
39,2,8,0,8,0,10,2,0,1,3,2,4,10,7,9
40,1,2,5,11,7,2,5,2,0,5,3,2,6,1,0
41,2,8,0,8,10,1,6,7,9,2,2,2,2,2,2
42,8,0,3,8,3,0,1,0,0,6,3,4,7,10,8
43,10,2,8,3,5,7,8,0,5,8,2,10,4,5,2
44,1,8,5,8,10,1,9,0,10,3,3,3,5,1,0
45,1,9,7,10,3,5,6,7,9,1,1,1,7,9,2
46,3,6,7,7,1,10,1,10,2,5,7,0,2,2,2
47,9,7,2,6,1,10,1,10,2,2,4,1,3,11,2
48,1,9,7,8,5,1,4,8,0,7,5,2,2,3,1
49,7,10,2,6,1,10,10,2,0,10,7,9,7,10,8
50,7,10,2,8,10,1,8,6,7,9,8,6,3,1,2
51,5,1,4,7,4,8,0,10,3,8,10,7,3,1,4
52,7,10,2,3,0,7,1,10,2,7,6,3,0,0,3
53,7,0,3,2,7,4,10,2,0,10,7,9,5,2,7
54,9,7,2,7,4,8,0,0,3,1,0,0,0,3,5
55,7,2,3,5,7,8,2,4,3,7,9,8,11,2,5
56,0,3,6,0,0,0,0,0,0,7,4,3,0,0,0
57,3,8,9,2,6,3,2,0,1,1,5,7,5,2,10
58,8,0,1,0,0,0,2,0,11,3,11,1,0,0,0
59,7,2,3,4,3,5,10,2,5,0,7,5,5,2,10
60,4,4,1,8,5,1,0,11,1,4,4,4,10,7,9
61,7,10,8,1,10,2,7,6,2,6,3,4,11,2,5
62,2,2,2,9,8,0,2,2,2,8,5,2,8,3,4
63,3,10,5,7,2,7,5,7,6,2,10,7,4,7,3
64,9,7,2,4,2,6,2,0,11,1,5,7,7,9,0
65,5,5,5,5,5,5,10,2,5,9,8,6,1,2,4
66,6,7,10,10,8,3,0,10,3,5,2,1,2,7,0
67,5,1,8,4,2,3,10,2,5,5,8,0,4,7,3
68,5,7,0,10,2,7,4,3,1,4,1,5,9,0,3
69,1,8,5,7,8,5,10,2,0,1,0,8,1,0,7
70,1,4,3,3,3,3,5,2,0,0,7,5,2,10,3
71,7,2,3,5,7,8,0,0,0,0,0,0,0,3,5
72,3,8,9,1,4,3,8,6,7,5,2,10,7,0,8
73,4,3,8,10,1,4,10,7,5,3,3,3,3,5,1
74,0,1,2,3,0,1,6,6,6,3,11,1,6,6,6
75,3,6,7,5,7,8,2,0,11,3,11,1,4,1,10
76,7,5,1,1,1,8,2,5,8,1,5,7,0,7,10
77,1,8,5,9,3,11,10,3,5,8,0,7,3,4,5
78,8,8,8,2,3,0,5,7,6,8,2,10,8,3,4
79,7,2,3,8,0,10,10,7,5,1,5,8,9,2,3
80,8,0,3,8,9,3,4,8,6,10,7,6,6,1,0
81,2,0,8,4,3,5,8,8,8,9,8,6,3,4,5
82,8,5,1,3,3,3,3,5,2,3,3,3,1,0,7
83,0,1,2,11,7,2,5,8,2,0,8,2,10,7,9
84,7,10,8,3,5,7,1,10,2,7,0,8,0,7,10
85,10,8,0,9,8,0,0,0,0,3,0,7,5,1,0
86,8,9,0,8,5,1,8,0,5,9,9,9,0,7,10
87,6,7,10,0,10,3,11,1,2,2,2,2,5,2,10
88,2,5,7,10,1,4,3,5,7,2,1,0,8,5,2
89,0,7,10,11,7,2,2,0,11,10,3,11,1,2,4
90,4,8,2,7,7,7,11,1,7,0,8,2,7,4,7
91,0,8,8,10,1,4,8,2,4,1,5,7,3,11,2
92,10,10,10,10,1,4,5,8,2,0,8,10,6,1,0
93,5,1,4,3,0,1,7,10,2,1,3,2,2,4,7
94,5,1,4,9,8,0,6,6,6,2,10,3,3,4,5
95,7,5,1,3,5,9,1,1,1,3,8,5,3,1,1
96,2,2,2,3,0,1,9,0,10,8,0,7,2,2,2
97,1,2,5,2,7,4,5,1,10,7,4,3,3,6,1
98,2,5,7,8,5,1,8,6,7,10,3,11,10,7,9
99,2,5,7,4,3,5,8,0,5,3,8,5,3,1,2
100,3,3,3,3,3,3,3,3,3,6,3,4,1,10,7
101,2,8,0,10,10,10,2,0,11,10,7,6,8,5,2
102,5,5,5,3,0,7,5,7,10,5,5,5,2,3,1
103,5,1,9,4,4,4,10,7,5,8,5,2,7,3,11
104,3,8,9,5,7,8,7,10,2,5,7,0,9,2,3
105,9,7,2,8,8,8,5,2,0,1,5,7,2,4,7
106,7,7,1,6,1,10,5,7,6,2,10,3,2,7,0
107,8,0,1,7,7,7,7,7,7,4,1,5,2,7,0
108,0,1,2,1,8,10,7,10,2,3,4,1,4,5,2
109,3,6,7,7,7,7,2,10,7,5,8,0,2,10,3
110,9,9,9,9,9,9,5,8,2,5,7,0,3,4,1
111,1,2,5,8,10,1,5,1,10,10,3,11,11,2,5
112,10,8,0,7,4,8,7,5,7,2,4,1,8,3,4
113,2,5,7,10,10,10,4,3,1,2,1,0,10,3,4
114,7,5,1,8,0,10,1,4,8,1,9,9,5,1,0
115,3,6,7,4,2,3,8,8,3,4,1,5,2,10,3
116,7,0,3,7,6,1,1,4,4,4,1,5,7,0,8
117,4,3,8,0,10,3,2,2,2,8,10,7,11,2,5
118,0,7,10,7,2,6,11,1,6,7,6,3,1,6,6
119,1,1,1,9,8,0,5,1,10,1,1,1,8,5,2
120,7,0,3,8,9,3,4,8,6,9,9,9,3,11,2
121,2,8,0,10,10,8,10,10,10,3,11,1,3,6,1
122,10,1,4,6,3,0,1,10,2,4,1,5,3,1,10
123,0,3,3,7,6,1,11,1,3,2,10,7,2,5,7
124,6,7,10,10,3,5,11,1,6,0,8,2,3,1,2
125,8,9,0,1,8,10,1,0,0,7,9,8,4,5,2
126,9,7,2,10,1,4,6,6,6,0,7,4,8,5,2
127,2,3,10,8,9,3,0,10,3,8,5,2,8,5,2
128,5,5,1,2,7,4,5,7,6,1,0,8,4,7,9
129,6,7,10,4,2,3,2,0,1,7,0,8,3,1,4
130,4,4,4,1,10,2,5,7,6,10,7,6,4,3,4
131,6,6,6,11,7,2,2,5,8,6,6,6,0,8,3
132,1,2,5,1,4,2,5,1,10,5,2,1,9,9,9
133,3,6,7,7,6,1,1,4,8,1,5,7,4,5,2
134,5,7,0,1,4,2,4,8,6,2,2,2,1,0,7
135,1,8,5,10,3,5,2,10,7,7,0,8,3,5,1
136,5,1,9,11,7,2,0,10,3,7,0,8,8,8,8
137,5,7,0,3,5,9,0,11,1,3,8,5,0,3,5
138,7,2,3,3,0,1,0,10,3,3,4,1,1,0,7
139,3,6,7,10,2,7,10,3,5,5,7,0,3,1,2
140,3,8,9,3,5,7,10,2,0,6,3,4,5,1,0
141,7,0,3,2,3,0,8,6,7,7,9,8,8,8,8
142,10,10,10,8,5,1,10,10,10,10,7,6,1,10,10
143,0,3,6,7,6,1,7,9,0,8,8,8,0,3,5
144,0,7,10,11,7,2,0,11,1,11,1,7,2,10,3
145,0,1,4,0,1,8,0,0,0,1,0,8,2,7,0
146,5,1,4,2,3,0,8,2,4,5,8,0,7,7,3
147,2,0,5,0,1,8,5,5,5,5,8,0,0,8,3
148,5,1,4,4,8,9,6,2,10,2,10,3,2,7,0
149,5,1,4,11,7,2,7,9,0,0,0,0,0,3,5
150,3,6,7,2,7,4,6,6,6,6,3,4,1,0,7
151,2,3,10,1,10,2,11,1,2,7,6,3,1,2,4
152,8,8,8,7,8,5,0,11,1,8,10,7,3,4,1
153,1,4,3,5,9,8,9,9,3,8,0,7,9,2,3
154,4,3,8,2,5,5,6,2,10,3,2,4,9,2,3
155,3,6,7,10,10,10,10,3,5,10,7,6,7,10,8
156,1,4,3,2,3,0,5,5,5,2,4,1,7,9,0
157,0,7,10,5,7,8,5,1,10,8,2,10,5,5,5
158,1,8,5,3,5,9,5,1,10,3,8,5,3,4,5
159,8,0,3,10,3,5,3,5,2,8,6,3,0,0,0
160,7,7,1,10,2,7,8,2,4,7,4,3,2,3,1
161,6,7,10,3,0,7,4,8,0,5,2,1,8,5,2
162,8,8,8,8,8,8,8,3,5,4,1,5,4,5,2
163,8,0,1,7,7,7,7,7,3,10,7,6,7,7,3
164,1,4,3,2,8,8,0,11,1,1,5,7,7,0,8
165,1,2,5,1,8,3,1,4,8,0,7,4,7,9,2
166,8,5,1,8,5,1,0,5,1,1,1,1,7,4,7
167,6,6,1,3,0,7,6,6,6,0,7,5,3,11,2
168,5,7,0,6,1,10,6,2,10,0,8,2,5,7,4
169,6,6,6,6,6,6,1,4,8,4,1,5,4,1,10
170,7,7,1,7,7,7,7,7,7,1,5,7,7,3,4
171,7,2,3,3,11,7,4,3,1,8,5,2,3,1,2
172,10,10,10,1,4,2,10,10,10,3,4,1,0,3,6
173,0,6,6,6,6,6,2,4,3,8,5,2,4,1,10
174,0,1,2,1,4,3,1,4,8,5,2,10,3,11,2
175,3,8,9,5,1,4,8,8,3,9,8,6,11,2,5
176,10,10,10,10,10,10,2,10,7,8,2,10,1,10,7
177,0,7,10,7,4,8,5,2,0,5,7,0,2,5,7
178,7,0,3,3,3,3,1,3,3,8,5,2,5,2,10
179,3,3,3,8,5,1,3,3,3,2,1,0,0,7,10
180,1,4,3,11,7,2,4,3,1,7,3,2,11,2,5
181,5,1,4,11,7,2,3,5,2,6,3,4,8,5,2
182,10,5,1,3,0,1,10,3,5,7,4,3,5,7,4
183,9,1,4,9,9,9,5,7,10,3,4,1,4,5,2
184,2,3,10,7,4,8,7,5,7,2,2,2,9,2,3
185,7,10,8,10,10,10,10,2,5,10,3,11,3,1,2
186,1,4,8,1,4,3,7,6,2,10,7,6,3,1,6
187,5,1,4,4,4,8,11,1,4,4,4,4,4,4,4
188,4,8,2,3,5,7,5,7,6,7,4,3,3,5,1
189,3,10,5,7,7,7,10,2,0,7,7,3,2,4,7
190,0,0,1,6,3,0,2,10,7,7,9,8,2,7,0
191,2,5,7,7,2,6,5,7,6,0,8,2,6,6,6
192,6,6,6,7,2,6,3,5,7,3,8,5,4,7,3
193,3,6,7,10,10,10,10,2,5,7,5,2,0,3,6
194,0,6,6,9,8,0,2,4,3,3,8,5,3,1,6
195,9,7,2,2,7,4,6,6,3,1,5,8,1,0,7
196,10,5,1,3,0,7,5,2,0,0,8,2,7,3,11
197,9,0,7,3,5,7,1,4,8,8,10,7,3,4,5
198,5,1,4,0,0,0,7,10,2,5,8,0,5,7,4
199,2,3,10,3,0,1,1,4,8,5,7,0,3,3,3
200,3,8,9,1,4,2,2,0,1,10,3,11,10,3,1
201,0,3,3,3,5,7,0,11,1,7,4,3,7,0,8
202,2,2,2,2,2,2,3,1,4,4,1,5,7,9,2
203,8,2,0,0,1,8,4,8,6,2,1,0,2,3,1
204,2,5,7,8,3,0,11,1,10,7,0,8,10,10,10
205,4,8,2,1,4,2,8,6,7,4,1,5,0,8,3
206,7,5,1,3,0,1,4,8,0,0,8,10,3,11,2
207,7,0,3,2,7,4,8,6,7,1,5,7,9,0,3
208,4,3,8,4,3,5,7,5,7,5,2,10,9,9,9
209,7,10,2,2,8,8,5,2,0,5,2,1,10,3,1
210,6,7,10,7,1,10,5,7,6,2,4,1,5,2,7
211,1,9,7,7,2,3,5,2,0,3,0,7,3,3,3
212,3,6,7,1,1,1,2,4,3,10,3,11,3,1,1
213,2,8,0,7,2,1,2,4,3,6,3,0,7,10,8
214,1,2,5,5,5,5,3,1,4,7,9,8,8,5,2
215,3,8,9,0,0,8,0,0,0,0,0,0,0,0,0
216,0,3,6,3,11,7,2,4,3,7,4,3,10,7,9
217,4,4,4,2,7,4,0,10,3,4,4,4,1,0,7
218,4,8,2,4,4,4,11,1,4,9,8,6,8,5,2
219,3,6,7,1,4,3,3,1,4,8,8,3,8,8,8
220,8,0,3,8,3,0,2,2,2,2,2,3,3,1,2
221,5,1,9,3,3,8,10,7,5,2,10,7,3,4,1
222,0,3,6,8,9,3,3,5,2,0,8,10,1,4,4
223,7,5,1,1,4,2,6,2,10,3,0,7,0,0,3
224,6,7,5,2,3,0,7,7,7,7,6,3,0,7,10
225,0,1,2,1,1,1,4,3,1,0,7,4,7,9,2
226,3,3,3,8,10,1,5,7,10,0,8,10,3,5,1
227,2,5,7,10,2,7,3,5,7,1,5,7,10,8,5
228,6,7,5,1,8,10,5,5,5,2,10,3,3,1,2
229,4,8,2,8,10,1,11,1,8,7,4,3,1,8,8
230,1,9,7,8,0,10,8,2,4,5,7,0,2,10,3
231,3,10,5,7,8,5,10,2,0,7,4,3,3,4,5
232,2,5,7,1,10,2,2,4,3,2,10,7,7,7,7
233,7,10,8,8,0,10,6,2,10,8,0,7,9,9,9
234,2,5,7,8,5,1,0,11,1,2,10,3,9,2,3
235,0,1,2,3,8,3,4,3,1,3,3,3,5,7,4
236,8,0,3,8,10,1,2,0,11,3,11,1,8,3,4
237,0,7,10,1,10,2,7,6,2,8,5,2,5,5,5
238,10,5,1,0,7,1,2,0,1,2,1,0,1,10,10
239,1,9,7,9,3,11,8,6,7,5,8,0,5,7,4
240,8,8,8,10,3,5,0,10,3,7,9,8,10,3,1
241,3,6,7,10,2,7,11,1,3,0,7,5,10,3,1
242,0,7,10,7,6,1,7,10,2,11,1,9,3,5,1
243,8,5,1,3,0,1,2,4,3,1,7,7,7,4,7
244,4,1,4,4,3,5,4,4,3,3,11,1,8,3,4
245,7,5,1,2,2,2,2,2,2,8,6,3,2,5,7
246,9,7,2,2,2,8,4,8,0,7,6,3,3,11,2
247,4,8,2,10,2,7,8,6,7,7,0,8,3,1,1
248,9,9,9,9,8,0,3,1,4,8,6,3,2,4,7
249,8,2,0,5,7,8,0,0,0,0,0,0,10,7,9
250,2,8,0,11,7,2,2,5,8,4,1,5,4,4,4
251,5,7,0,2,7,4,8,6,7,4,1,5,3,4,5
252,10,10,10,10,1,4,9,0,10,3,4,1,3,6,1
253,0,3,6,0,1,8,0,1,4,0,8,10,7,4,7
254,8,0,3,1,1,1,3,1,4,1,1,1,7,3,11
255,1,9,7,7,1,10,9,0,10,4,3,8,10,8,5
256,1,1,4,7,8,5,6,2,10,3,4,1,1,1,1
257,7,5,1,7,4,8,6,6,6,6,3,0,5,2,7
258,1,2,5,2,8,8,0,10,3,10,7,9,7,0,8
259,2,2,1,4,2,6,10,2,0,8,10,7,5,1,0
260,0,10,10,1,4,3,5,7,10,10,10,10,4,7,9
261,5,1,4,8,8,8,8,8,8,8,8,8,3,1,2
262,3,6,7,0,1,8,5,3,5,1,5,5,7,0,8
263,8,5,1,8,8,8,8,8,8,1,5,8,4,1,10
264,0,0,0,8,0,10,0,0,0,3,4,1,10,7,9
265,1,9,7,3,0,1,5,1,10,6,3,4,5,5,5
266,7,10,8,8,0,10,1,1,1,3,11,1,4,7,9
267,2,2,2,10,1,4,11,1,2,4,1,5,1,10,7
268,5,1,8,8,5,1,0,10,3,6,3,4,11,2,5
269,3,6,7,10,2,7,7,10,2,11,1,2,2,2,2
270,1,8,5,3,5,9,2,4,3,0,7,5,4,4,4
271,7,10,8,0,0,0,8,2,4,0,8,10,0,0,0
272,3,10,5,1,4,2,2,0,1,6,3,0,2,4,7
273,10,2,8,4,3,5,0,0,0,0,8,2,4,5,2
274,7,0,3,8,9,3,7,6,2,7,0,8,2,3,1
275,3,6,7,7,2,4,4,4,4,6,3,4,5,2,10
276,0,2,2,2,2,2,2,2,2,3,2,4,3,1,2
277,1,4,8,1,8,10,10,7,5,7,4,3,8,5,2
278,2,5,7,10,3,5,0,5,1,5,5,5,5,7,4
279,10,2,8,7,2,1,4,8,0,7,0,8,4,7,3
280,3,8,9,4,4,4,4,3,1,0,7,4,5,2,10
281,8,8,8,3,11,7,8,8,8,7,4,3,5,1,0
282,1,4,8,8,0,10,4,3,1,7,7,7,7,3,4
283,8,2,0,10,2,7,3,1,4,1,0,8,5,2,7
284,6,6,1,6,6,6,1,4,8,5,2,10,1,0,7
285,1,4,8,8,9,3,2,5,8,4,1,5,2,5,7
286,7,0,3,1,4,2,5,7,6,1,0,8,3,1,0
287,1,2,5,4,4,4,5,7,10,10,3,11,4,7,9
288,3,10,5,8,5,1,5,5,5,1,5,8,7,4,7
289,2,5,7,9,8,3,9,9,9,7,9,8,3,1,9
290,8,1,4,9,8,0,2,0,1,1,5,8,0,3,5
291,6,7,5,4,8,9,0,0,0,6,3,0,3,4,5
292,2,2,2,2,2,2,2,2,2,2,2,2,3,11,2
293,3,3,3,8,3,0,0,10,3,8,6,3,3,4,5
294,6,7,5,1,10,2,9,0,10,1,1,1,3,1,2
295,5,1,8,3,5,7,1,4,8,3,11,1,8,5,2
296,3,8,9,8,8,8,0,1,4,7,6,3,7,3,11
297,2,8,0,1,8,10,10,10,10,7,6,3,1,10,7
298,0,5,5,5,5,8,5,8,2,9,8,6,5,5,5
299,10,5,1,3,5,9,6,7,9,7,6,3,8,5,2
300,3,10,5,7,2,2,2,2,2,3,2,4,1,2,2
301,7,10,8,1,8,10,1,10,2,2,10,3,10,7,9
302,0,1,2,4,2,6,1,1,1,8,6,3,7,0,8
303,2,0,3,7,8,5,3,1,4,2,10,7,2,10,3
304,7,7,7,8,5,1,7,9,0,1,5,7,7,9,0
305,2,5,7,1,4,3,2,10,7,11,1,6,6,3,4
306,7,0,3,4,2,6,3,5,7,8,2,10,5,2,10
307,0,7,10,2,6,3,0,0,0,0,0,3,3,11,2
308,0,10,10,3,5,9,5,2,0,2,10,7,10,3,1
309,0,3,6,5,5,5,7,10,2,1,5,7,2,3,1
310,8,0,3,7,4,8,7,6,2,8,6,3,2,3,1
311,3,1,4,2,7,4,4,8,0,7,9,8,2,5,7
312,1,4,8,10,1,4,3,3,3,10,7,6,4,7,9
313,9,0,7,7,4,8,3,1,4,3,4,1,2,7,0
314,0,6,6,10,2,7,1,4,8,6,6,3,2,7,0
315,6,7,5,0,0,8,0,1,4,2,10,3,4,1,10
316,2,3,10,1,1,8,7,5,7,7,6,3,1,1,1
317,1,8,5,1,4,2,5,1,10,5,8,0,2,10,3
318,8,9,0,3,0,7,2,0,11,8,2,10,3,5,1
319,10,5,1,7,2,6,7,9,0,6,6,6,10,3,1
320,5,7,0,0,1,8,8,6,7,6,3,0,7,9,2
321,3,3,3,3,3,3,10,7,5,3,3,3,3,5,1
322,1,1,4,1,8,10,1,1,1,1,1,1,10,3,1
323,8,9,0,7,8,5,5,7,10,1,0,8,5,5,5
324,3,8,9,0,1,8,5,8,2,7,6,3,8,3,4
325,1,2,5,7,8,5,5,8,2,1,0,8,3,4,5
326,10,8,0,9,9,9,9,9,3,5,2,1,5,2,10
327,7,0,3,8,0,10,10,2,5,9,8,6,5,7,4
328,5,1,9,0,7,1,5,8,2,5,8,0,4,7,3
329,8,8,8,0,1,8,6,7,9,1,5,7,1,0,7
330,3,3,3,11,7,2,2,4,3,5,7,0,3,3,3
331,3,6,7,7,7,8,7,7,7,6,3,4,11,2,5
332,8,5,1,10,1,4,10,2,5,7,9,8,5,7,4
333,1,4,8,9,9,9,0,1,4,10,3,11,4,1,10
334,7,5,1,6,6,6,0,10,3,6,3,4,6,6,6
335,6,7,5,7,1,10,10,3,5,1,5,8,2,5,7
336,3,6,7,1,8,10,7,7,7,3,11,1,10,3,1
337,2,3,10,0,1,8,0,1,4,0,7,5,1,10,7
338,0,0,0,3,0,1,3,5,2,4,3,8,0,0,0
339,8,9,0,8,9,3,5,8,2,4,1,5,1,10,7
340,8,2,0,3,5,7,3,5,7,0,8,2,5,7,4
341,9,0,7,8,3,0,6,3,5,0,8,2,6,6,6
342,2,8,0,7,1,10,2,0,11,5,2,1,0,3,5
343,7,2,3,10,3,5,4,8,6,4,3,8,0,7,10
344,1,4,3,10,10,10,10,3,5,2,4,1,10,8,5
345,2,5,7,4,3,5,7,9,0,0,8,2,3,1,2
346,7,2,3,6,1,10,1,4,8,2,1,0,4,7,3
347,1,9,7,3,5,9,8,0,5,0,7,4,7,3,11
348,3,8,9,3,0,1,8,6,7,7,5,2,1,0,7
349,5,1,8,1,10,2,4,3,1,10,7,9,9,0,3
350,2,3,10,11,7,2,0,1,4,6,6,6,10,7,9
351,5,1,8,5,1,4,4,8,0,2,2,2,8,3,4
352,3,6,7,7,8,5,5,5,5,3,8,5,10,7,9
353,1,2,5,3,5,9,1,4,8,5,2,1,3,1,2
354,8,0,1,7,2,6,0,1,4,0,7,4,5,2,7
355,10,2,8,0,7,6,7,7,7,9,8,6,1,10,7
356,5,1,4,3,0,1,6,7,9,7,5,2,2,3,1
357,4,1,4,9,8,0,3,5,2,7,9,8,4,1,10
358,0,1,2,2,3,0,4,3,1,3,3,3,8,5,2
359,3,6,7,8,3,0,10,2,0,1,0,8,4,5,2
360,1,2,5,4,3,5,0,0,3,5,2,10,10,3,1
361,4,3,8,1,4,3,1,10,2,4,3,8,2,3,1
362,7,5,1,8,10,1,6,2,10,9,9,3,5,2,10
363,10,8,0,4,3,5,8,0,5,3,11,1,2,10,3
364,2,0,10,4,2,6,3,1,4,2,4,1,2,4,7
365,10,2,8,8,9,3,10,7,5,8,6,3,7,4,7
366,0,3,3,3,3,3,7,5,7,9,8,6,3,4,1
367,8,0,3,7,2,7,0,1,4,5,8,0,3,4,5
368,7,10,2,5,9,8,2,4,3,10,7,6,2,7,0
369,0,0,1,3,5,7,1,10,2,10,3,11,10,8,5
370,3,6,7,7,4,8,4,4,4,3,2,4,7,10,8
371,7,10,8,9,8,0,0,1,4,2,2,3,11,2,5
372,2,8,0,8,0,10,6,2,10,3,2,4,2,3,4
373,0,1,2,0,0,0,0,0,0,8,6,3,4,5,2
374,6,7,10,0,7,1,10,10,10,1,5,7,2,5,7
375,6,7,10,7,7,7,7,3,5,7,7,7,7,7,3
376,7,0,3,5,1,4,1,4,8,6,3,4,4,7,9
377,0,0,1,3,0,7,8,6,7,0,0,0,8,5,2
378,2,2,2,3,11,7,11,1,2,1,0,8,10,3,1
379,9,7,2,8,9,3,11,1,0,8,0,7,7,9,2
380,8,0,1,1,8,10,0,11,1,8,5,2,9,2,3
381,5,1,9,0,7,6,10,7,5,6,3,2,10,3,1
382,7,7,7,7,6,1,7,7,7,8,0,7,3,11,2
383,4,8,2,7,4,8,9,0,10,0,8,10,1,0,7
384,10,10,10,10,8,3,7,5,7,11,1,10,9,2,3
385,10,5,1,11,7,2,0,0,0,7,4,3,1,2,4
386,4,3,8,10,1,4,5,7,10,11,1,0,7,9,2
387,10,10,10,7,6,1,3,5,2,10,10,10,10,10,10
388,1,1,1,8,5,1,6,2,10,8,6,3,7,10,8
389,1,9,7,1,4,3,1,1,1,1,0,8,1,3,4
390,5,7,0,1,8,10,5,7,6,10,7,9,0,7,10
391,6,7,10,3,5,9,0,11,1,10,3,11,9,0,3
392,5,1,8,8,9,3,2,0,11,9,9,9,5,2,7
393,4,3,8,9,3,11,6,7,9,0,7,5,1,0,7
394,9,9,9,0,10,3,9,9,9,8,6,3,7,3,11
395,2,8,0,6,3,0,6,7,9,11,1,2,5,2,10
396,7,5,1,1,8,10,1,10,2,7,6,3,1,7,7
397,2,5,7,4,4,4,1,10,2,8,2,10,4,4,4
398,1,9,7,4,2,3,3,5,2,0,8,10,2,7,0
399,1,9,7,7,2,5,8,0,5,8,0,7,2,7,0
400,10,5,1,9,9,9,2,0,11,1,5,7,3,1,9
401,2,2,1,7,8,5,1,4,8,8,2,10,7,9,0
402,1,2,5,9,8,0,10,2,5,0,3,2,7,4,7
403,3,10,5,2,1,1,10,3,5,7,0,8,5,2,10
404,7,10,2,0,10,3,4,8,6,6,3,4,2,3,1
405,8,0,1,8,5,1,4,4,3,1,0,8,4,4,4
406,4,4,4,7,2,4,1,10,2,1,5,7,8,3,4
407,6,7,10,7,2,8,3,5,2,2,10,7,7,10,8
408,4,3,8,5,5,5,8,6,7,4,1,5,2,5,7
409,4,4,4,4,4,4,6,7,9,4,3,2,7,10,8
410,9,0,7,8,3,0,5,7,10,11,1,2,10,8,5
411,5,5,5,0,7,6,7,5,7,9,8,6,3,4,5
412,0,1,2,3,5,7,7,5,7,1,5,8,3,1,2
413,0,2,2,9,8,0,5,1,10,11,1,2,7,9,0
414,0,3,6,3,0,7,9,0,10,2,10,7,2,2,2
415,8,8,8,5,9,8,7,10,2,6,3,4,8,8,8
416,4,8,2,11,7,2,7,10,2,7,6,3,1,7,7
417,1,9,7,8,9,3,1,10,2,9,8,6,10,3,1
418,5,1,8,7,8,5,2,4,3,8,2,10,8,5,2
419,10,5,1,1,4,2,8,2,4,1,1,1,7,3,11
420,8,5,1,5,1,4,5,1,10,4,1,5,8,3,4
421,8,9,0,1,8,10,5,2,0,4,1,5,2,10,3
422,2,3,10,7,6,1,1,4,8,2,10,7,10,7,9
423,7,0,3,5,9,8,4,3,5,4,1,5,4,4,4
424,1,9,7,3,3,3,3,5,7,3,8,5,7,10,8
425,4,3,8,2,6,3,2,0,1,1,10,10,4,1,10
426,0,3,6,8,10,1,1,10,2,8,10,7,10,3,1
427,0,3,6,10,10,10,7,9,0,8,6,3,9,0,3
428,6,6,6,0,1,8,7,6,2,2,4,1,2,5,7
